sr3-rtx complete frame dump - every DrawIndexedPrimitive in submission order
frame 1227, camera (96.3 147.7 36.1)
disposition: CONVERT = re-issued as fixed function and path-traced
             HIDE    = still drawn, given an ortho projection so Remix ignores it
             PASS    = untouched; Remix reconstructs it from shader output


=== RENDER TARGET 14D87A30  1280x720 fmt=34 ===
    6 CONVERT v=17601  p=494    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Diffuse_MapSampler' rank=100 | tex0=3F2388D0 inst=1
   23 PASS    v=317    p=68     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BFAF70 inst=1
   24 PASS    v=17601  p=1000   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BFB910 inst=1
   25 PASS    v=17601  p=4768   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BFA870 inst=1
   26 PASS    v=17601  p=35     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BFB3D0 inst=1
   27 PASS    v=17601  p=1492   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BFA4F0 inst=1
   28 PASS    v=38907  p=46118  zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F0D170 inst=1
   29 PASS    v=17601  p=1051   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E60A70 inst=1
   30 PASS    v=17601  p=319    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E60A70 inst=1
   31 PASS    v=17601  p=721    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E60990 inst=1
   32 PASS    v=17601  p=1003   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E60990 inst=1
   33 PASS    v=17601  p=115    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E60990 inst=1
   34 PASS    v=17601  p=1742   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E60990 inst=1
   35 PASS    v=17601  p=116    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E60DF0 inst=1
   36 PASS    v=17601  p=812    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E60DF0 inst=1
   37 PASS    v=1369   p=1279   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=47E60610 inst=1
   38 PASS    v=35877  p=81     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E5F2D0 inst=1
   39 PASS    v=17601  p=403    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E5F2D0 inst=1
   40 PASS    v=17601  p=1629   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E5F2D0 inst=1
   41 PASS    v=1369   p=20     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=47E5F2D0 inst=1
   42 PASS    v=315    p=537    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=41BFE230 inst=1
   43 PASS    v=261    p=492    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=41BF43D0 inst=1
   44 PASS    v=261    p=492    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=41BF43D0 inst=1
   45 PASS    v=261    p=492    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=41BF43D0 inst=1
   46 PASS    v=145    p=384    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3B6CB870 inst=1
   47 PASS    v=145    p=384    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3B6CB870 inst=1
   48 PASS    v=145    p=384    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3B6CB870 inst=1
   49 PASS    v=145    p=384    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3B6CB870 inst=1
   50 PASS    v=145    p=384    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3B6CB870 inst=1
   51 PASS    v=145    p=384    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3B6CB870 inst=1
   52 PASS    v=145    p=384    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3B6CB870 inst=1
   53 PASS    v=6278   p=116    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3B6CB870 inst=1
   54 PASS    v=6278   p=9376   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F07130 inst=1
   55 PASS    v=6278   p=4139   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F254710 inst=1
   56 PASS    v=3306   p=1263   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5E90 inst=1
   57 PASS    v=38907  p=2180   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F254710 inst=1
   58 PASS    v=1924   p=587    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F254710 inst=1
   59 PASS    v=3306   p=13     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5790 inst=1
   60 PASS    v=3306   p=189    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5790 inst=1
   61 PASS    v=2974   p=83     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5790 inst=1
   62 PASS    v=2974   p=8      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5CD0 inst=1
   63 PASS    v=35877  p=63344  zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5790 inst=1
   64 PASS    v=1369   p=744    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5790 inst=1
   65 PASS    v=3306   p=141    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5790 inst=1
   66 PASS    v=2974   p=12     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5790 inst=1
   67 PASS    v=974    p=32     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414A1D68 inst=1
   68 PASS    v=3306   p=843    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5090 inst=1
   69 PASS    v=2974   p=287    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5090 inst=1
   70 PASS    v=3306   p=80     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=3F2540F0 inst=1
   71 PASS    v=2974   p=42     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=3F2540F0 inst=1
   72 PASS    v=3306   p=314    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5250 inst=1
   73 PASS    v=2974   p=792    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=41BE5250 inst=1
   74 PASS    v=206    p=427    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=41BD60D0 inst=1
   75 PASS    v=640    p=1003   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=41BD6ED0 inst=1
   76 PASS    v=640    p=1003   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=41BD6ED0 inst=1
   77 PASS    v=3306   p=1076   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=414B02A8 inst=1
   78 PASS    v=12     p=19     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AF2E8 inst=1
   79 PASS    v=12     p=19     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AF2E8 inst=1
   80 PASS    v=12     p=19     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AF2E8 inst=1
   81 PASS    v=12     p=19     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AF2E8 inst=1
   82 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   83 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   84 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   85 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   86 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   87 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   88 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   89 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   90 PASS    v=202    p=321    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AE788 inst=1
   91 PASS    v=1924   p=20     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414ACAA8 inst=1
   92 PASS    v=974    p=20     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414ACAA8 inst=1
   93 PASS    v=830    p=242    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AD7C8 inst=1
   94 PASS    v=194    p=68     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=414AD7C8 inst=1
   95 PASS    v=6278   p=284    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=160992A0 inst=1
   96 PASS    v=2974   p=2876   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=40D3C0D0 inst=1
   97 PASS    v=222    p=315    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F03D90 inst=1
   98 PASS    v=17601  p=196    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F00210 inst=1
   99 PASS    v=830    p=294    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44EFE8B0 inst=1
  100 PASS    v=194    p=82     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44EFE8B0 inst=1
  101 PASS    v=770    p=132    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F0D950 inst=1
  102 PASS    v=317    p=169    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F0D950 inst=1
  103 PASS    v=770    p=356    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44EFED10 inst=1
  104 PASS    v=317    p=245    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44EFED10 inst=1
  105 PASS    v=517    p=455    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44EFED10 inst=1
  106 PASS    v=324    p=322    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44EFED10 inst=1
  107 PASS    v=770    p=611    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44EFEDF0 inst=1
  108 PASS    v=517    p=362    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44EFEDF0 inst=1
  109 PASS    v=324    p=172    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44EFEDF0 inst=1
  110 PASS    v=3306   p=981    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F1BDB0 inst=1
  111 PASS    v=2974   p=377    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F1BDB0 inst=1
  112 PASS    v=25     p=21     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F090B0 inst=1
  113 PASS    v=20     p=14     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F090B0 inst=1
  114 PASS    v=72     p=20     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F090B0 inst=1
  115 PASS    v=72     p=20     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F090B0 inst=1
  116 PASS    v=46     p=20     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F090B0 inst=1
  117 PASS    v=6022   p=25     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F255890 inst=1
  118 PASS    v=3564   p=38     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F255890 inst=1
  119 PASS    v=20     p=2      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F254EF0 inst=1
  120 PASS    v=1879   p=61     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23A770 inst=1
  121 PASS    v=2750   p=69     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23A770 inst=1
  122 PASS    v=184    p=224    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F11AF0 inst=1
  123 PASS    v=2595   p=15     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23EE50 inst=1
  124 PASS    v=564    p=123    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23EE50 inst=1
  125 PASS    v=3014   p=32     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F0E910 inst=1
  126 PASS    v=3014   p=32     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23BFF0 inst=1
  127 PASS    v=3014   p=23     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F239CF0 inst=1
  128 PASS    v=3014   p=56     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23C990 inst=1
  129 PASS    v=3014   p=20     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23AA10 inst=1
  130 PASS    v=3014   p=14     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F08710 inst=1
  131 PASS    v=2750   p=27     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F08710 inst=1
  132 PASS    v=3348   p=23     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F08710 inst=1
  133 PASS    v=1907   p=31     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F08710 inst=1
  134 PASS    v=2750   p=2      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F168D0 inst=1
  135 PASS    v=1907   p=21     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F168D0 inst=1
  136 CONVERT v=28     p=45     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Diffuse_MapSampler' rank=100 | tex0=3F23B9D0 inst=1
  137 PASS    v=3014   p=14     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F0C6F0 inst=1
  138 PASS    v=3014   p=554    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F0C530 inst=1
  139 PASS    v=3014   p=67     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F0C7D0 inst=1
  140 PASS    v=405    p=37     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23DB10 inst=1
  141 PASS    v=737    p=731    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23DB10 inst=1
  142 PASS    v=733    p=566    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23DB10 inst=1
  143 PASS    v=2750   p=9      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F07670 inst=1
  144 PASS    v=480    p=98     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Normal_MapSampler' rank=0 | tex0=44F13A70 inst=1
  145 PASS    v=1879   p=239    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23A5B0 inst=1
  146 PASS    v=1589   p=322    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23A5B0 inst=1
  147 PASS    v=2750   p=654    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23A5B0 inst=1
  148 PASS    v=3348   p=113    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23A5B0 inst=1
  149 PASS    v=1135   p=128    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23A5B0 inst=1
  150 PASS    v=1879   p=8      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F239CF0 inst=1
  151 PASS    v=1589   p=8      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F239CF0 inst=1
  152 PASS    v=2750   p=1      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F239CF0 inst=1
  153 PASS    v=3014   p=47     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F239CF0 inst=1
  154 PASS    v=3348   p=21     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F239CF0 inst=1
  155 PASS    v=1135   p=35     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F239CF0 inst=1
  156 CONVERT v=1879   p=19     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Diffuse_MapSampler' rank=100 | tex0=3F23D4F0 inst=1
  157 CONVERT v=2750   p=23     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='Diffuse_MapSampler' rank=100 | tex0=3F23D4F0 inst=1
  158 PASS    v=731    p=75     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  159 PASS    v=929    p=841    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  160 PASS    v=707    p=151    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  161 PASS    v=1198   p=1113   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  162 PASS    v=239    p=41     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  163 PASS    v=820    p=599    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  164 PASS    v=307    p=68     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  165 PASS    v=1028   p=1113   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  166 PASS    v=489    p=179    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  167 PASS    v=402    p=333    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D4F0 inst=1
  168 PASS    v=486    p=92     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F131B0 inst=1
  169 PASS    v=1553   p=182    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F131B0 inst=1
  170 PASS    v=829    p=31     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F131B0 inst=1
  171 PASS    v=829    p=68     zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F131B0 inst=1
  172 PASS    v=958    p=1010   zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F131B0 inst=1
  173 PASS    v=1553   p=200    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F11D90 inst=1
  174 PASS    v=2750   p=2      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=44F06410 inst=1
  175 PASS    v=2595   p=1      zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D950 inst=1
  176 PASS    v=1879   p=107    zw=1 zt=1 blend=1 cw=0xf | vs[proj][   ][    ] ps='' rank=0 | tex0=3F23D950 inst=1
